n,k_typ,algorytm,avg_porownania,avg_przestawienia
31100,4,SELECT,249202,275279
31100,4,RAND_SELECT,94207,97465
31100,5,SELECT,249497,275648
31100,5,RAND_SELECT,61434,62220
31200,1,SELECT,250402,276202
31200,1,RAND_SELECT,61303,60273
31200,2,SELECT,250852,276742
31200,2,RAND_SELECT,97344,92948
31200,3,SELECT,249422,275408
31200,3,RAND_SELECT,107187,105235
31200,4,SELECT,251276,277633
31200,4,RAND_SELECT,100836,100049
31200,5,SELECT,250985,277175
31200,5,RAND_SELECT,63389,62419
31300,1,SELECT,251483,277273
31300,1,RAND_SELECT,57854,53172
31300,2,SELECT,251257,277155
31300,2,RAND_SELECT,96690,93143
31300,3,SELECT,252441,278771
31300,3,RAND_SELECT,103680,105098
31300,4,SELECT,248766,274738
31300,4,RAND_SELECT,103073,100219
31300,5,SELECT,252356,278778
31300,5,RAND_SELECT,64080,62620
31400,1,SELECT,252477,278389
31400,1,RAND_SELECT,63352,63971
31400,2,SELECT,249435,275131
31400,2,RAND_SELECT,94095,95644
31400,3,SELECT,252865,279123
31400,3,RAND_SELECT,103367,104840
31400,4,SELECT,252476,279014
31400,4,RAND_SELECT,97227,100662
31400,5,SELECT,253332,280034
31400,5,RAND_SELECT,64730,62820
31500,1,SELECT,252427,278327
31500,1,RAND_SELECT,57776,52616
31500,2,SELECT,252510,278503
31500,2,RAND_SELECT,97495,92815
31500,3,SELECT,254224,280666
31500,3,RAND_SELECT,107236,109927
31500,4,SELECT,253582,280004
31500,4,RAND_SELECT,93652,91646
31500,5,SELECT,253319,280092
31500,5,RAND_SELECT,64332,63020
31600,1,SELECT,252971,278874
31600,1,RAND_SELECT,61839,60543
31600,2,SELECT,254090,280277
31600,2,RAND_SELECT,98108,100727
31600,3,SELECT,255597,282293
31600,3,RAND_SELECT,108499,116795
31600,4,SELECT,250686,276559
31600,4,RAND_SELECT,98058,99996
31600,5,SELECT,253057,279552
31600,5,RAND_SELECT,63642,63218
31700,1,SELECT,254592,280655
31700,1,RAND_SELECT,68590,73848
31700,2,SELECT,254841,281165
31700,2,RAND_SELECT,89778,86882
31700,3,SELECT,254797,281296
31700,3,RAND_SELECT,104692,103461
31700,4,SELECT,254183,280567
31700,4,RAND_SELECT,96473,94790
31700,5,SELECT,255945,282915
31700,5,RAND_SELECT,64727,63420
31800,1,SELECT,254538,280652
31800,1,RAND_SELECT,62767,61999
31800,2,SELECT,254573,280844
31800,2,RAND_SELECT,102190,100696
31800,3,SELECT,253371,279724
31800,3,RAND_SELECT,99106,109579
31800,4,SELECT,254956,281532
31800,4,RAND_SELECT,95502,91933
31800,5,SELECT,255365,282319
31800,5,RAND_SELECT,71243,63620
31900,1,SELECT,255928,282118
31900,1,RAND_SELECT,65271,66810
31900,2,SELECT,256667,283175
31900,2,RAND_SELECT,101717,102034
31900,3,SELECT,254415,280777
31900,3,RAND_SELECT,105822,109631
31900,4,SELECT,256874,283696
31900,4,RAND_SELECT,94319,92660
31900,5,SELECT,255577,282449
31900,5,RAND_SELECT,68752,63820
32000,1,SELECT,257048,283377
32000,1,RAND_SELECT,69611,75290
32000,2,SELECT,256626,283108
32000,2,RAND_SELECT,102495,100916
32000,3,SELECT,258368,285233
32000,3,RAND_SELECT,113562,109040
32000,4,SELECT,257730,284507
32000,4,RAND_SELECT,103972,103439
32000,5,SELECT,256627,283670
32000,5,RAND_SELECT,63447,64019
32100,1,SELECT,258982,285545
32100,1,RAND_SELECT,61357,58578
32100,2,SELECT,257822,284308
32100,2,RAND_SELECT,97047,98090
32100,3,SELECT,258610,285461
32100,3,RAND_SELECT,110959,114616
32100,4,SELECT,257323,284194
32100,4,RAND_SELECT,99991,102641
32100,5,SELECT,258745,286005
32100,5,RAND_SELECT,64516,64219
32200,1,SELECT,258325,284799
32200,1,RAND_SELECT,64572,64812
32200,2,SELECT,257744,284273
32200,2,RAND_SELECT,98336,96623
32200,3,SELECT,259764,286689
32200,3,RAND_SELECT,108018,109837
32200,4,SELECT,259888,287048
32200,4,RAND_SELECT,100509,100352
32200,5,SELECT,259051,286031
32200,5,RAND_SELECT,65416,64419
32300,1,SELECT,260021,286654
32300,1,RAND_SELECT,64084,63636
32300,2,SELECT,258795,285323
32300,2,RAND_SELECT,97699,98291
32300,3,SELECT,259535,286477
32300,3,RAND_SELECT,111967,114672
32300,4,SELECT,259002,285974
32300,4,RAND_SELECT,103805,103709
32300,5,SELECT,260400,287877
32300,5,RAND_SELECT,64911,64620
32400,1,SELECT,259912,286537
32400,1,RAND_SELECT,71296,77857
32400,2,SELECT,261207,288221
32400,2,RAND_SELECT,93943,91508
32400,3,SELECT,258713,285485
32400,3,RAND_SELECT,117504,116617
32400,4,SELECT,261284,288632
32400,4,RAND_SELECT,99772,97828
32400,5,SELECT,260195,287458
32400,5,RAND_SELECT,60769,64820
32500,1,SELECT,260820,287488
32500,1,RAND_SELECT,62288,59643
32500,2,SELECT,260963,287920
32500,2,RAND_SELECT,102653,103932
32500,3,SELECT,261811,289139
32500,3,RAND_SELECT,110064,110826
32500,4,SELECT,258218,285048
32500,4,RAND_SELECT,107423,105231
32500,5,SELECT,261495,288877
32500,5,RAND_SELECT,66536,65019
32600,1,SELECT,262584,289544
32600,1,RAND_SELECT,66198,67263
32600,2,SELECT,260983,287887
32600,2,RAND_SELECT,104219,105962
32600,3,SELECT,257570,284223
32600,3,RAND_SELECT,106483,105112
32600,4,SELECT,260946,288154
32600,4,RAND_SELECT,99929,99893
32600,5,SELECT,262154,289535
32600,5,RAND_SELECT,71345,65219
32700,1,SELECT,263820,290950
32700,1,RAND_SELECT,63136,60935
32700,2,SELECT,262844,289840
32700,2,RAND_SELECT,106678,105978
32700,3,SELECT,263766,291037
32700,3,RAND_SELECT,109591,112167
32700,4,SELECT,261848,289358
32700,4,RAND_SELECT,104255,102049
32700,5,SELECT,264254,291847
32700,5,RAND_SELECT,64577,65421
32800,1,SELECT,263365,290385
32800,1,RAND_SELECT,67542,69551
32800,2,SELECT,264520,291644
32800,2,RAND_SELECT,107623,109431
32800,3,SELECT,261511,288528
32800,3,RAND_SELECT,113383,105748
32800,4,SELECT,263160,290501
32800,4,RAND_SELECT,98808,103467
32800,5,SELECT,264035,291774
32800,5,RAND_SELECT,68281,65618
32900,1,SELECT,264152,291158
32900,1,RAND_SELECT,61889,58041
32900,2,SELECT,264508,291711
32900,2,RAND_SELECT,105612,106280
32900,3,SELECT,259650,286639
32900,3,RAND_SELECT,111682,115560
32900,4,SELECT,264950,292361
32900,4,RAND_SELECT,96196,102670
32900,5,SELECT,264179,291961
32900,5,RAND_SELECT,69008,65819
33000,1,SELECT,265152,292259
33000,1,RAND_SELECT,62462,58992
33000,2,SELECT,263315,290315
33000,2,RAND_SELECT,101351,107397
33000,3,SELECT,260266,287049
33000,3,RAND_SELECT,110063,106852
33000,4,SELECT,265974,293554
33000,4,RAND_SELECT,101269,99030
33000,5,SELECT,265675,293414
33000,5,RAND_SELECT,66681,66019
33100,1,SELECT,265602,292737
33100,1,RAND_SELECT,70593,75054
33100,2,SELECT,266097,293428
33100,2,RAND_SELECT,105445,101637
33100,3,SELECT,263797,291109
33100,3,RAND_SELECT,105942,97486
33100,4,SELECT,267091,294928
33100,4,RAND_SELECT,100206,98637
33100,5,SELECT,266437,294348
33100,5,RAND_SELECT,61379,66219
33200,1,SELECT,266448,293616
33200,1,RAND_SELECT,67444,68555
33200,2,SELECT,268236,295748
33200,2,RAND_SELECT,107348,108486
33200,3,SELECT,264815,292082
33200,3,RAND_SELECT,112605,115471
33200,4,SELECT,267846,295861
33200,4,RAND_SELECT,110258,108090
33200,5,SELECT,266377,294189
33200,5,RAND_SELECT,66911,66418
33300,1,SELECT,267264,294535
33300,1,RAND_SELECT,69181,71830
33300,2,SELECT,267026,294419
33300,2,RAND_SELECT,109940,110532
33300,3,SELECT,268195,296116
33300,3,RAND_SELECT,108577,114616
33300,4,SELECT,267772,295576
33300,4,RAND_SELECT,99808,106153
33300,5,SELECT,268946,297198
33300,5,RAND_SELECT,69561,66619
33400,1,SELECT,269243,296825
33400,1,RAND_SELECT,70322,73916
33400,2,SELECT,267899,295526
33400,2,RAND_SELECT,104797,109568
33400,3,SELECT,263728,290941
33400,3,RAND_SELECT,102094,102975
33400,4,SELECT,267905,295578
33400,4,RAND_SELECT,107172,107888
33400,5,SELECT,268298,296450
33400,5,RAND_SELECT,65312,66818
33500,1,SELECT,269609,297171
33500,1,RAND_SELECT,68110,69286
33500,2,SELECT,269531,297203
33500,2,RAND_SELECT,102198,99224
33500,3,SELECT,270313,298225
33500,3,RAND_SELECT,110306,109834
33500,4,SELECT,270212,298527
33500,4,RAND_SELECT,112694,116959
33500,5,SELECT,269996,298162
33500,5,RAND_SELECT,63771,67019
33600,1,SELECT,270629,298323
33600,1,RAND_SELECT,66871,66603
33600,2,SELECT,268326,295901
33600,2,RAND_SELECT,103566,107532
33600,3,SELECT,266676,294210
33600,3,RAND_SELECT,112527,117693
33600,4,SELECT,269588,297546
33600,4,RAND_SELECT,104931,105705
33600,5,SELECT,270896,299255
33600,5,RAND_SELECT,69406,67220
33700,1,SELECT,271439,299214
33700,1,RAND_SELECT,69313,71293
33700,2,SELECT,270908,298691
33700,2,RAND_SELECT,104846,106953
33700,3,SELECT,270439,298505
33700,3,RAND_SELECT,110515,107560
33700,4,SELECT,270969,299144
33700,4,RAND_SELECT,102971,101557
33700,5,SELECT,271873,300497
33700,5,RAND_SELECT,66735,67420
33800,1,SELECT,271465,299096
33800,1,RAND_SELECT,62894,58256
33800,2,SELECT,271145,299062
33800,2,RAND_SELECT,110667,117452
33800,3,SELECT,272018,300089
33800,3,RAND_SELECT,112944,110789
33800,4,SELECT,271063,299259
33800,4,RAND_SELECT,109110,110941
33800,5,SELECT,272210,300526
33800,5,RAND_SELECT,63811,67620
33900,1,SELECT,272597,300455
33900,1,RAND_SELECT,62436,57136
33900,2,SELECT,272927,300944
33900,2,RAND_SELECT,119633,120275
33900,3,SELECT,273602,301980
33900,3,RAND_SELECT,119863,115970
33900,4,SELECT,273732,302102
33900,4,RAND_SELECT,109339,112466
33900,5,SELECT,272450,301031
33900,5,RAND_SELECT,62265,67819
34000,1,SELECT,273002,300853
34000,1,RAND_SELECT,63814,59695
34000,2,SELECT,272280,300336
34000,2,RAND_SELECT,109867,112796
34000,3,SELECT,272885,301074
34000,3,RAND_SELECT,110303,109879
34000,4,SELECT,273498,301837
34000,4,RAND_SELECT,106799,102470
34000,5,SELECT,273483,302184
34000,5,RAND_SELECT,70492,68020
34100,1,SELECT,274243,302276
34100,1,RAND_SELECT,65030,61928
34100,2,SELECT,274782,303072
34100,2,RAND_SELECT,110475,110905
34100,3,SELECT,272318,300510
34100,3,RAND_SELECT,108051,112323
34100,4,SELECT,273521,301988
34100,4,RAND_SELECT,108587,114737
34100,5,SELECT,274562,303229
34100,5,RAND_SELECT,70517,68221
34200,1,SELECT,275522,303693
34200,1,RAND_SELECT,69633,70928
34200,2,SELECT,275883,304219
34200,2,RAND_SELECT,107005,108248
34200,3,SELECT,275460,303863
34200,3,RAND_SELECT,123548,121324
34200,4,SELECT,274806,303232
34200,4,RAND_SELECT,113614,117373
34200,5,SELECT,274650,303296
34200,5,RAND_SELECT,71499,68420
34300,1,SELECT,275676,303830
34300,1,RAND_SELECT,69036,69536
34300,2,SELECT,275847,304208
34300,2,RAND_SELECT,108729,102283
34300,3,SELECT,277053,305830
34300,3,RAND_SELECT,118329,119065
34300,4,SELECT,275594,304226
34300,4,RAND_SELECT,111825,107164
34300,5,SELECT,275111,303856
34300,5,RAND_SELECT,73038,68618
34400,1,SELECT,276900,305206
34400,1,RAND_SELECT,69639,70549
34400,2,SELECT,277479,305972
34400,2,RAND_SELECT,112746,115433
34400,3,SELECT,277262,305943
34400,3,RAND_SELECT,110637,110732
34400,4,SELECT,276053,304800
34400,4,RAND_SELECT,101229,106970
34400,5,SELECT,275724,304543
34400,5,RAND_SELECT,69487,68819
34500,1,SELECT,277926,306320
34500,1,RAND_SELECT,67887,66841
34500,2,SELECT,276919,305444
34500,2,RAND_SELECT,106556,111160
34500,3,SELECT,278164,306848
34500,3,RAND_SELECT,121283,126900
34500,4,SELECT,276562,305349
34500,4,RAND_SELECT,108618,110553
34500,5,SELECT,277875,306883
34500,5,RAND_SELECT,68232,69019
34600,1,SELECT,277434,305735
34600,1,RAND_SELECT,72745,76360
34600,2,SELECT,278503,307219
34600,2,RAND_SELECT,104779,111862
34600,3,SELECT,277560,306228
34600,3,RAND_SELECT,109291,111543
34600,4,SELECT,277348,306151
34600,4,RAND_SELECT,112577,103624
34600,5,SELECT,278054,307126
34600,5,RAND_SELECT,73709,69221
34700,1,SELECT,278802,307285
34700,1,RAND_SELECT,71238,73145
34700,2,SELECT,279114,307768
34700,2,RAND_SELECT,107957,115309
34700,3,SELECT,279791,308673
34700,3,RAND_SELECT,121401,127004
34700,4,SELECT,280363,309478
34700,4,RAND_SELECT,105021,102855
34700,5,SELECT,279611,309017
34700,5,RAND_SELECT,71155,69419
34800,1,SELECT,280073,308629
34800,1,RAND_SELECT,66783,64028
34800,2,SELECT,281473,310439
34800,2,RAND_SELECT,118576,130274
34800,3,SELECT,280378,309388
34800,3,RAND_SELECT,121396,121445
34800,4,SELECT,281042,310159
34800,4,RAND_SELECT,108516,112912
34800,5,SELECT,279608,308898
34800,5,RAND_SELECT,68613,69618
34900,1,SELECT,281507,310239
34900,1,RAND_SELECT,75883,82032
34900,2,SELECT,281386,310227
34900,2,RAND_SELECT,109233,112857
34900,3,SELECT,279965,308802
34900,3,RAND_SELECT,122421,120218
34900,4,SELECT,279043,307859
34900,4,RAND_SELECT,110978,116088
34900,5,SELECT,281010,310484
34900,5,RAND_SELECT,66965,69819
35000,1,SELECT,281812,310578
35000,1,RAND_SELECT,66674,63411
35000,2,SELECT,281687,310566
35000,2,RAND_SELECT,106108,101737
35000,3,SELECT,281532,310568
35000,3,RAND_SELECT,116220,120966
35000,4,SELECT,280308,309335
35000,4,RAND_SELECT,110729,112533
35000,5,SELECT,282224,311841
35000,5,RAND_SELECT,69742,70019
35100,1,SELECT,282103,310834
35100,1,RAND_SELECT,69117,68100
35100,2,SELECT,282921,311919
35100,2,RAND_SELECT,116156,130342
35100,3,SELECT,283457,312523
35100,3,RAND_SELECT,113297,107831
35100,4,SELECT,281911,311056
35100,4,RAND_SELECT,106800,111588
35100,5,SELECT,282899,312477
35100,5,RAND_SELECT,75009,70221
35200,1,SELECT,283346,312266
35200,1,RAND_SELECT,65524,60716
35200,2,SELECT,282549,311593
35200,2,RAND_SELECT,111545,121740
35200,3,SELECT,283519,312788
35200,3,RAND_SELECT,114787,111113
35200,4,SELECT,282602,311897
35200,4,RAND_SELECT,112519,113564
35200,5,SELECT,283276,312641
35200,5,RAND_SELECT,69912,70419
35300,1,SELECT,284163,313132
35300,1,RAND_SELECT,72440,74344
35300,2,SELECT,284066,313131
35300,2,RAND_SELECT,112600,123934
35300,3,SELECT,283999,313412
35300,3,RAND_SELECT,118728,119856
35300,4,SELECT,282847,312220
35300,4,RAND_SELECT,103778,100906
35300,5,SELECT,284084,313814
35300,5,RAND_SELECT,72425,70620
35400,1,SELECT,284849,313875
35400,1,RAND_SELECT,72924,75115
35400,2,SELECT,285093,314326
35400,2,RAND_SELECT,108115,102028
35400,3,SELECT,285802,315451
35400,3,RAND_SELECT,115687,113047
35400,4,SELECT,282809,312277
35400,4,RAND_SELECT,113519,111042
35400,5,SELECT,284728,314469
35400,5,RAND_SELECT,70691,70820
35500,1,SELECT,286889,316198
35500,1,RAND_SELECT,72280,73627
35500,2,SELECT,285570,314958
35500,2,RAND_SELECT,109578,110613
35500,3,SELECT,283725,313009
35500,3,RAND_SELECT,119692,114813
35500,4,SELECT,285613,315134
35500,4,RAND_SELECT,107477,106961
35500,5,SELECT,284893,314458
35500,5,RAND_SELECT,72617,71020
35600,1,SELECT,287157,316541
35600,1,RAND_SELECT,66927,62720
35600,2,SELECT,286695,316214
35600,2,RAND_SELECT,113830,111555
35600,3,SELECT,286832,316451
35600,3,RAND_SELECT,125253,125008
35600,4,SELECT,287290,317222
35600,4,RAND_SELECT,111619,114899
35600,5,SELECT,287197,317044
35600,5,RAND_SELECT,69443,71219
35700,1,SELECT,287262,316581
35700,1,RAND_SELECT,75285,79237
35700,2,SELECT,286773,316191
35700,2,RAND_SELECT,114333,118690
35700,3,SELECT,285017,314323
35700,3,RAND_SELECT,117544,115577
35700,4,SELECT,285942,315569
35700,4,RAND_SELECT,108798,111382
35700,5,SELECT,287588,317547
35700,5,RAND_SELECT,71391,71420
35800,1,SELECT,287381,316560
35800,1,RAND_SELECT,73056,74579
35800,2,SELECT,289268,319029
35800,2,RAND_SELECT,99389,92671
35800,3,SELECT,288188,317877
35800,3,RAND_SELECT,123511,123189
35800,4,SELECT,289152,319220
35800,4,RAND_SELECT,113630,105433
35800,5,SELECT,289406,319617
35800,5,RAND_SELECT,79225,71620
35900,1,SELECT,289269,318753
35900,1,RAND_SELECT,69475,67217
35900,2,SELECT,289675,319349
35900,2,RAND_SELECT,121721,127130
35900,3,SELECT,289775,319673
35900,3,RAND_SELECT,120439,124268
35900,4,SELECT,288900,318940
35900,4,RAND_SELECT,112809,108458
35900,5,SELECT,288576,318849
35900,5,RAND_SELECT,70196,71819
36000,1,SELECT,289422,318883
36000,1,RAND_SELECT,75661,79389
36000,2,SELECT,288763,318370
36000,2,RAND_SELECT,109447,107755
36000,3,SELECT,289213,319028
36000,3,RAND_SELECT,126260,133613
36000,4,SELECT,288748,318431
36000,4,RAND_SELECT,112452,112621
36000,5,SELECT,291871,322348
36000,5,RAND_SELECT,73628,72020
36100,1,SELECT,290873,320530
36100,1,RAND_SELECT,71620,71107
36100,2,SELECT,291844,321910
36100,2,RAND_SELECT,109043,97828
36100,3,SELECT,288520,318488
36100,3,RAND_SELECT,116113,124453
36100,4,SELECT,289305,319300
36100,4,RAND_SELECT,111138,109869
36100,5,SELECT,290974,321633
36100,5,RAND_SELECT,74748,72219
36200,1,SELECT,291945,321653
36200,1,RAND_SELECT,76866,81401
36200,2,SELECT,290177,319892
36200,2,RAND_SELECT,112273,109942
36200,3,SELECT,291373,321543
36200,3,RAND_SELECT,125422,119369
36200,4,SELECT,292096,322322
36200,4,RAND_SELECT,116682,118633
36200,5,SELECT,292893,323437
36200,5,RAND_SELECT,81121,72420
36300,1,SELECT,291656,321352
36300,1,RAND_SELECT,70636,68737
36300,2,SELECT,287514,316909
36300,2,RAND_SELECT,110699,114560
36300,3,SELECT,291637,321769
36300,3,RAND_SELECT,124655,125958
36300,4,SELECT,293667,324129
36300,4,RAND_SELECT,107813,108925
36300,5,SELECT,291075,321231
36300,5,RAND_SELECT,74395,72620
36400,1,SELECT,293337,323257
36400,1,RAND_SELECT,71331,69928
36400,2,SELECT,293945,324043
36400,2,RAND_SELECT,114024,105891
36400,3,SELECT,293775,324129
36400,3,RAND_SELECT,117593,109814
36400,4,SELECT,291741,322116
36400,4,RAND_SELECT,114621,124268
36400,5,SELECT,294507,325206
36400,5,RAND_SELECT,68510,72818
36500,1,SELECT,293916,323871
36500,1,RAND_SELECT,70767,68602
36500,2,SELECT,293485,323557
36500,2,RAND_SELECT,118002,117955
36500,3,SELECT,294493,324953
36500,3,RAND_SELECT,123597,119981
36500,4,SELECT,294120,324618
36500,4,RAND_SELECT,114399,109607
36500,5,SELECT,294555,325643
36500,5,RAND_SELECT,74887,73020
36600,1,SELECT,293460,323316
36600,1,RAND_SELECT,73083,73030
36600,2,SELECT,293594,323745
36600,2,RAND_SELECT,109941,114806
36600,3,SELECT,295235,325693
36600,3,RAND_SELECT,128674,119176
36600,4,SELECT,294818,325396
36600,4,RAND_SELECT,116521,116607
36600,5,SELECT,295011,325965
36600,5,RAND_SELECT,72755,73220
36700,1,SELECT,296062,326236
36700,1,RAND_SELECT,73705,74079
36700,2,SELECT,294949,325063
36700,2,RAND_SELECT,115462,112935
36700,3,SELECT,292893,323075
36700,3,RAND_SELECT,128702,125839
36700,4,SELECT,293789,324310
36700,4,RAND_SELECT,116510,114224
36700,5,SELECT,294900,325749
36700,5,RAND_SELECT,70381,73420
36800,1,SELECT,295874,325957
36800,1,RAND_SELECT,75655,77777
36800,2,SELECT,295148,325299
36800,2,RAND_SELECT,114521,107716
36800,3,SELECT,295989,326680
36800,3,RAND_SELECT,128141,125598
36800,4,SELECT,297086,327852
36800,4,RAND_SELECT,115918,111805
36800,5,SELECT,296987,327897
36800,5,RAND_SELECT,72405,73618
36900,1,SELECT,297880,328208
36900,1,RAND_SELECT,72774,71812
36900,2,SELECT,297260,327733
36900,2,RAND_SELECT,116685,118777
36900,3,SELECT,294378,324806
36900,3,RAND_SELECT,118980,111726
36900,4,SELECT,298572,329595
36900,4,RAND_SELECT,113653,115999
36900,5,SELECT,297416,328615
36900,5,RAND_SELECT,72961,73819
37000,1,SELECT,298606,329080
37000,1,RAND_SELECT,72697,71457
37000,2,SELECT,297828,328223
37000,2,RAND_SELECT,105880,106359
37000,3,SELECT,297267,327976
37000,3,RAND_SELECT,118236,116209
37000,4,SELECT,296722,327225
37000,4,RAND_SELECT,115176,113602
37000,5,SELECT,298231,329379
37000,5,RAND_SELECT,72499,74019
37100,1,SELECT,299162,329622
37100,1,RAND_SELECT,70483,66834
37100,2,SELECT,296501,326915
37100,2,RAND_SELECT,124737,123940
37100,3,SELECT,298565,329446
37100,3,RAND_SELECT,133545,132316
37100,4,SELECT,299830,330774
37100,4,RAND_SELECT,110911,110678
37100,5,SELECT,298342,329322
37100,5,RAND_SELECT,64155,74218
37200,1,SELECT,299885,330498
37200,1,RAND_SELECT,76838,79342
37200,2,SELECT,300480,331387
37200,2,RAND_SELECT,118503,127344
37200,3,SELECT,299604,330428
37200,3,RAND_SELECT,124747,127210
37200,4,SELECT,299135,330135
37200,4,RAND_SELECT,122946,115615
37200,5,SELECT,298243,329479
37200,5,RAND_SELECT,72725,74421
37300,1,SELECT,300825,331471
37300,1,RAND_SELECT,72736,70938
37300,2,SELECT,298520,329129
37300,2,RAND_SELECT,109960,107492
37300,3,SELECT,301726,332936
37300,3,RAND_SELECT,128118,124282
37300,4,SELECT,300058,331135
37300,4,RAND_SELECT,111984,112657
37300,5,SELECT,300455,331844
37300,5,RAND_SELECT,63781,74618
37400,1,SELECT,300216,330804
37400,1,RAND_SELECT,68466,62193
37400,2,SELECT,300322,331104
37400,2,RAND_SELECT,123391,121508
37400,3,SELECT,301606,332707
37400,3,RAND_SELECT,121741,117154
37400,4,SELECT,299236,330206
37400,4,RAND_SELECT,121056,113688
37400,5,SELECT,300993,332305
37400,5,RAND_SELECT,72525,74818
37500,1,SELECT,302780,333569
37500,1,RAND_SELECT,77918,80907
37500,2,SELECT,300814,331651
37500,2,RAND_SELECT,120099,126565
37500,3,SELECT,303315,334587
37500,3,RAND_SELECT,128745,120665
37500,4,SELECT,302200,333580
37500,4,RAND_SELECT,118059,122248
37500,5,SELECT,301613,332948
37500,5,RAND_SELECT,75695,75019
37600,1,SELECT,303202,334086
37600,1,RAND_SELECT,74202,73274
37600,2,SELECT,302794,333777
37600,2,RAND_SELECT,117006,114403
37600,3,SELECT,303925,335366
37600,3,RAND_SELECT,125829,118649
37600,4,SELECT,304368,335877
37600,4,RAND_SELECT,123298,117185
37600,5,SELECT,303777,335329
37600,5,RAND_SELECT,75246,75220
37700,1,SELECT,303211,334002
37700,1,RAND_SELECT,80895,86458
37700,2,SELECT,303107,334115
37700,2,RAND_SELECT,110116,106648
37700,3,SELECT,300535,331417
37700,3,RAND_SELECT,125914,129707
37700,4,SELECT,304592,336211
37700,4,RAND_SELECT,116443,118430
37700,5,SELECT,304539,336136
37700,5,RAND_SELECT,78931,75420
37800,1,SELECT,303714,334540
37800,1,RAND_SELECT,75221,74907
37800,2,SELECT,304477,335655
37800,2,RAND_SELECT,126631,129534
37800,3,SELECT,305642,337077
37800,3,RAND_SELECT,125020,120770
37800,4,SELECT,305152,336919
37800,4,RAND_SELECT,119517,125514
37800,5,SELECT,304718,336125
37800,5,RAND_SELECT,80837,75620
37900,1,SELECT,305560,336684
37900,1,RAND_SELECT,76241,76754
37900,2,SELECT,302257,333159
37900,2,RAND_SELECT,122622,120667
37900,3,SELECT,304738,336129
37900,3,RAND_SELECT,131495,126731
37900,4,SELECT,304453,335850
37900,4,RAND_SELECT,110014,118916
37900,5,SELECT,304224,335829
37900,5,RAND_SELECT,70712,75820
38000,1,SELECT,305934,337099
38000,1,RAND_SELECT,75709,75486
38000,2,SELECT,304419,335480
38000,2,RAND_SELECT,116896,120957
38000,3,SELECT,305413,336720
38000,3,RAND_SELECT,130404,131917
38000,4,SELECT,304855,336276
38000,4,RAND_SELECT,115762,121756
38000,5,SELECT,307867,340004
38000,5,RAND_SELECT,76128,76018
38100,1,SELECT,307161,338385
38100,1,RAND_SELECT,68633,61129
38100,2,SELECT,307425,338979
38100,2,RAND_SELECT,131599,136333
38100,3,SELECT,304253,335589
38100,3,RAND_SELECT,130090,128239
38100,4,SELECT,307938,339917
38100,4,RAND_SELECT,112366,110315
38100,5,SELECT,305899,337740
38100,5,RAND_SELECT,74529,76218
38200,1,SELECT,307736,339015
38200,1,RAND_SELECT,72286,68238
38200,2,SELECT,307141,338484
38200,2,RAND_SELECT,113033,115863
38200,3,SELECT,307650,339290
38200,3,RAND_SELECT,130042,123723
38200,4,SELECT,307700,339520
38200,4,RAND_SELECT,116198,120904
38200,5,SELECT,309134,341343
38200,5,RAND_SELECT,87005,76421
38300,1,SELECT,309590,341123
38300,1,RAND_SELECT,79705,82875
38300,2,SELECT,307648,339202
38300,2,RAND_SELECT,128437,130524
38300,3,SELECT,309410,341102
38300,3,RAND_SELECT,127556,134573
38300,4,SELECT,308090,340102
38300,4,RAND_SELECT,121063,121583
38300,5,SELECT,309551,341742
38300,5,RAND_SELECT,75885,76619
38400,1,SELECT,309391,340879
38400,1,RAND_SELECT,76729,76723
38400,2,SELECT,310076,341881
38400,2,RAND_SELECT,121440,131009
38400,3,SELECT,310441,342382
38400,3,RAND_SELECT,135963,139571
38400,4,SELECT,309616,341796
38400,4,RAND_SELECT,125489,124351
38400,5,SELECT,310151,342558
38400,5,RAND_SELECT,73616,76819
38500,1,SELECT,309918,341412
38500,1,RAND_SELECT,69735,62534
38500,2,SELECT,310516,342236
38500,2,RAND_SELECT,123620,126759
38500,3,SELECT,309869,341620
38500,3,RAND_SELECT,128637,125735
38500,4,SELECT,310742,342846
38500,4,RAND_SELECT,118832,112118
38500,5,SELECT,309049,340971
38500,5,RAND_SELECT,79030,77018
38600,1,SELECT,311428,343180
38600,1,RAND_SELECT,80694,84256
38600,2,SELECT,309755,341473
38600,2,RAND_SELECT,124646,122789
38600,3,SELECT,309023,340836
38600,3,RAND_SELECT,132091,141169
38600,4,SELECT,310367,342385
38600,4,RAND_SELECT,124659,122344
38600,5,SELECT,311078,343605
38600,5,RAND_SELECT,83294,77220
38700,1,SELECT,311725,343328
38700,1,RAND_SELECT,79631,81927
38700,2,SELECT,310317,342138
38700,2,RAND_SELECT,132146,136028
38700,3,SELECT,312535,344531
38700,3,RAND_SELECT,128857,127108
38700,4,SELECT,311680,343900
38700,4,RAND_SELECT,117664,114593
38700,5,SELECT,311346,343561
38700,5,RAND_SELECT,79585,77420
38800,1,SELECT,312840,344594
38800,1,RAND_SELECT,79715,81897
38800,2,SELECT,312957,344991
38800,2,RAND_SELECT,129548,138347
38800,3,SELECT,311059,343071
38800,3,RAND_SELECT,137794,137195
38800,4,SELECT,312218,344509
38800,4,RAND_SELECT,119476,121414
38800,5,SELECT,312758,345274
38800,5,RAND_SELECT,85105,77620
38900,1,SELECT,314042,345996
38900,1,RAND_SELECT,72782,67827
