n,k_typ,algorytm,avg_porownania,avg_przestawienia
15600,3,SELECT,124607,138043
15600,3,RAND_SELECT,55099,57294
15600,4,SELECT,122901,136281
15600,4,RAND_SELECT,47061,49569
15600,5,SELECT,123977,137534
15600,5,RAND_SELECT,32074,31218
15700,1,SELECT,124766,138055
15700,1,RAND_SELECT,32893,34445
15700,2,SELECT,125274,138691
15700,2,RAND_SELECT,49136,53450
15700,3,SELECT,123390,136637
15700,3,RAND_SELECT,53294,52038
15700,4,SELECT,124516,137907
15700,4,RAND_SELECT,50194,49662
15700,5,SELECT,124824,138434
15700,5,RAND_SELECT,29046,31417
15800,1,SELECT,125413,138725
15800,1,RAND_SELECT,32578,33618
15800,2,SELECT,125651,139051
15800,2,RAND_SELECT,51408,53148
15800,3,SELECT,122051,135230
15800,3,RAND_SELECT,52096,54902
15800,4,SELECT,125872,139595
15800,4,RAND_SELECT,48553,47396
15800,5,SELECT,125487,139084
15800,5,RAND_SELECT,30642,31618
15900,1,SELECT,126096,139549
15900,1,RAND_SELECT,32054,32367
15900,2,SELECT,126171,139642
15900,2,RAND_SELECT,48666,47282
15900,3,SELECT,127148,140799
15900,3,RAND_SELECT,54453,56774
15900,4,SELECT,125987,139498
15900,4,RAND_SELECT,48473,49300
15900,5,SELECT,126374,140038
15900,5,RAND_SELECT,34481,31820
16000,1,SELECT,127105,140578
16000,1,RAND_SELECT,29212,26483
16000,2,SELECT,127367,140939
16000,2,RAND_SELECT,46044,47028
16000,3,SELECT,123785,137103
16000,3,RAND_SELECT,55406,54746
16000,4,SELECT,126971,140755
16000,4,RAND_SELECT,47629,46129
16000,5,SELECT,126243,140025
16000,5,RAND_SELECT,31766,32018
16100,1,SELECT,128108,141684
16100,1,RAND_SELECT,30424,28708
16100,2,SELECT,126863,140372
16100,2,RAND_SELECT,51221,54007
16100,3,SELECT,125638,139139
16100,3,RAND_SELECT,56120,57290
16100,4,SELECT,127745,141551
16100,4,RAND_SELECT,51205,50667
16100,5,SELECT,128010,141896
16100,5,RAND_SELECT,33227,32218
16200,1,SELECT,129168,142848
16200,1,RAND_SELECT,31685,31034
16200,2,SELECT,129151,142934
16200,2,RAND_SELECT,50110,52879
16200,3,SELECT,129400,143332
16200,3,RAND_SELECT,54572,54505
16200,4,SELECT,129056,143120
16200,4,RAND_SELECT,48531,51568
16200,5,SELECT,129373,143429
16200,5,RAND_SELECT,32751,32419
16300,1,SELECT,129608,143365
16300,1,RAND_SELECT,33961,35380
16300,2,SELECT,129764,143565
16300,2,RAND_SELECT,51187,51021
16300,3,SELECT,130542,144525
16300,3,RAND_SELECT,53463,55077
16300,4,SELECT,129197,143238
16300,4,RAND_SELECT,50434,49168
16300,5,SELECT,129749,143879
16300,5,RAND_SELECT,33982,32619
16400,1,SELECT,130351,144129
16400,1,RAND_SELECT,32688,32638
16400,2,SELECT,129638,143470
16400,2,RAND_SELECT,52607,51394
16400,3,SELECT,129430,143344
16400,3,RAND_SELECT,52864,52217
16400,4,SELECT,129847,143873
16400,4,RAND_SELECT,49878,48753
16400,5,SELECT,130692,144931
16400,5,RAND_SELECT,31669,32818
16500,1,SELECT,131536,145476
16500,1,RAND_SELECT,32448,31956
16500,2,SELECT,131206,145153
16500,2,RAND_SELECT,51608,49436
16500,3,SELECT,130536,144494
16500,3,RAND_SELECT,57186,54066
16500,4,SELECT,131329,145480
16500,4,RAND_SELECT,53238,54158
16500,5,SELECT,131519,145718
16500,5,RAND_SELECT,33740,33018
16600,1,SELECT,132360,146413
16600,1,RAND_SELECT,34200,35262
16600,2,SELECT,132921,147068
16600,2,RAND_SELECT,49619,49742
16600,3,SELECT,131166,145266
16600,3,RAND_SELECT,57635,55147
16600,4,SELECT,132599,146981
16600,4,RAND_SELECT,53725,53914
16600,5,SELECT,132232,146533
16600,5,RAND_SELECT,33941,33219
16700,1,SELECT,132883,146952
16700,1,RAND_SELECT,33432,33522
16700,2,SELECT,132498,146552
16700,2,RAND_SELECT,54849,55189
16700,3,SELECT,132290,146521
16700,3,RAND_SELECT,62983,64812
16700,4,SELECT,132260,146520
16700,4,RAND_SELECT,50478,51629
16700,5,SELECT,131691,146029
16700,5,RAND_SELECT,30958,33418
16800,1,SELECT,133595,147709
16800,1,RAND_SELECT,35442,37346
16800,2,SELECT,132651,146785
16800,2,RAND_SELECT,50129,50639
16800,3,SELECT,132539,146776
16800,3,RAND_SELECT,53888,56146
16800,4,SELECT,132777,147150
16800,4,RAND_SELECT,54827,54585
16800,5,SELECT,133382,147852
16800,5,RAND_SELECT,32855,33617
16900,1,SELECT,134704,149002
16900,1,RAND_SELECT,34552,35367
16900,2,SELECT,135132,149481
16900,2,RAND_SELECT,50869,53127
16900,3,SELECT,135005,149482
16900,3,RAND_SELECT,59324,62841
16900,4,SELECT,134148,148567
16900,4,RAND_SELECT,53632,53378
16900,5,SELECT,134420,149064
16900,5,RAND_SELECT,31527,33818
17000,1,SELECT,134806,149070
17000,1,RAND_SELECT,35061,36186
17000,2,SELECT,135385,149816
17000,2,RAND_SELECT,57550,54968
17000,3,SELECT,135752,150210
17000,3,RAND_SELECT,56168,58433
17000,4,SELECT,135175,149744
17000,4,RAND_SELECT,54231,56926
17000,5,SELECT,135010,149698
17000,5,RAND_SELECT,33849,34017
17100,1,SELECT,135678,149991
17100,1,RAND_SELECT,33357,32578
17100,2,SELECT,136047,150532
17100,2,RAND_SELECT,53782,53068
17100,3,SELECT,136184,150743
17100,3,RAND_SELECT,59584,60659
17100,4,SELECT,136054,150557
17100,4,RAND_SELECT,54013,53106
17100,5,SELECT,136299,150969
17100,5,RAND_SELECT,30969,34217
17200,1,SELECT,136773,151245
17200,1,RAND_SELECT,33749,33161
17200,2,SELECT,135946,150413
17200,2,RAND_SELECT,50777,48883
17200,3,SELECT,136951,151586
17200,3,RAND_SELECT,57951,60153
17200,4,SELECT,135933,150517
17200,4,RAND_SELECT,50796,49388
17200,5,SELECT,136783,151514
17200,5,RAND_SELECT,35000,34418
17300,1,SELECT,137518,152051
17300,1,RAND_SELECT,33548,32553
17300,2,SELECT,137274,151838
17300,2,RAND_SELECT,55337,52031
17300,3,SELECT,136749,151324
17300,3,RAND_SELECT,60293,56789
17300,4,SELECT,138551,153469
17300,4,RAND_SELECT,52264,53823
17300,5,SELECT,137460,152325
17300,5,RAND_SELECT,32088,34617
17400,1,SELECT,138455,153067
17400,1,RAND_SELECT,37073,39407
17400,2,SELECT,138223,152923
17400,2,RAND_SELECT,53699,50901
17400,3,SELECT,137565,152283
17400,3,RAND_SELECT,62233,58809
17400,4,SELECT,137428,152081
17400,4,RAND_SELECT,52859,54345
17400,5,SELECT,138672,153661
17400,5,RAND_SELECT,36155,34819
17500,1,SELECT,139113,153785
17500,1,RAND_SELECT,34393,33846
17500,2,SELECT,139692,154490
17500,2,RAND_SELECT,54985,55133
17500,3,SELECT,135900,150441
17500,3,RAND_SELECT,60358,56263
17500,4,SELECT,139731,154713
17500,4,RAND_SELECT,52211,52141
17500,5,SELECT,138932,153933
17500,5,RAND_SELECT,36635,35019
17600,1,SELECT,139062,153707
17600,1,RAND_SELECT,36209,37279
17600,2,SELECT,138291,152980
17600,2,RAND_SELECT,51803,48023
17600,3,SELECT,140781,155817
17600,3,RAND_SELECT,60208,60885
17600,4,SELECT,140771,155860
17600,4,RAND_SELECT,55890,55153
17600,5,SELECT,140239,155259
17600,5,RAND_SELECT,35538,35219
17700,1,SELECT,140913,155782
17700,1,RAND_SELECT,37601,39865
17700,2,SELECT,141135,156094
17700,2,RAND_SELECT,54776,52546
17700,3,SELECT,141418,156537
17700,3,RAND_SELECT,60985,62432
17700,4,SELECT,141169,156380
17700,4,RAND_SELECT,58751,58810
17700,5,SELECT,141161,156365
17700,5,RAND_SELECT,34679,35419
17800,1,SELECT,141766,156713
17800,1,RAND_SELECT,35360,35185
17800,2,SELECT,142145,157265
17800,2,RAND_SELECT,54300,52745
17800,3,SELECT,140325,155290
17800,3,RAND_SELECT,60676,59348
17800,4,SELECT,141155,156308
17800,4,RAND_SELECT,54142,56164
17800,5,SELECT,142425,157925
17800,5,RAND_SELECT,33994,35618
17900,1,SELECT,142587,157642
17900,1,RAND_SELECT,37310,38883
17900,2,SELECT,141481,156485
17900,2,RAND_SELECT,56493,59362
17900,3,SELECT,141610,156627
17900,3,RAND_SELECT,58934,57024
17900,4,SELECT,142505,157787
17900,4,RAND_SELECT,58465,59895
17900,5,SELECT,143333,158906
17900,5,RAND_SELECT,34768,35820
18000,1,SELECT,142715,157775
18000,1,RAND_SELECT,38259,40579
18000,2,SELECT,143853,159139
18000,2,RAND_SELECT,59862,60783
18000,3,SELECT,142042,157159
18000,3,RAND_SELECT,61151,59736
18000,4,SELECT,142842,158140
18000,4,RAND_SELECT,54196,51553
18000,5,SELECT,143254,158634
18000,5,RAND_SELECT,40186,36021
18100,1,SELECT,144386,159576
18100,1,RAND_SELECT,36915,37690
18100,2,SELECT,143741,158942
18100,2,RAND_SELECT,60623,61426
18100,3,SELECT,144526,159943
18100,3,RAND_SELECT,59491,56750
18100,4,SELECT,143089,158333
18100,4,RAND_SELECT,58576,54970
18100,5,SELECT,143415,158743
18100,5,RAND_SELECT,39410,36219
18200,1,SELECT,145031,160315
18200,1,RAND_SELECT,35289,34238
18200,2,SELECT,144831,160208
18200,2,RAND_SELECT,54335,52904
18200,3,SELECT,144966,160487
18200,3,RAND_SELECT,60992,62901
18200,4,SELECT,145548,161203
18200,4,RAND_SELECT,57611,60698
18200,5,SELECT,144894,160549
18200,5,RAND_SELECT,37044,36419
18300,1,SELECT,146231,161680
18300,1,RAND_SELECT,34228,31917
18300,2,SELECT,144150,159342
18300,2,RAND_SELECT,60685,64778
18300,3,SELECT,145856,161457
18300,3,RAND_SELECT,61900,62816
18300,4,SELECT,144541,159981
18300,4,RAND_SELECT,58704,57710
18300,5,SELECT,145887,161585
18300,5,RAND_SELECT,34429,36618
18400,1,SELECT,146737,162158
18400,1,RAND_SELECT,37578,38418
18400,2,SELECT,145582,161023
18400,2,RAND_SELECT,58236,58713
18400,3,SELECT,146435,162004
18400,3,RAND_SELECT,61806,61596
18400,4,SELECT,146972,162752
18400,4,RAND_SELECT,58394,59931
18400,5,SELECT,146408,162167
18400,5,RAND_SELECT,38490,36818
18500,1,SELECT,147402,162950
18500,1,RAND_SELECT,38521,40106
18500,2,SELECT,147725,163403
18500,2,RAND_SELECT,55008,56343
18500,3,SELECT,147821,163459
18500,3,RAND_SELECT,60510,60920
18500,4,SELECT,146850,162548
18500,4,RAND_SELECT,59630,62908
18500,5,SELECT,147316,163197
18500,5,RAND_SELECT,36634,37017
18600,1,SELECT,148142,163757
18600,1,RAND_SELECT,37709,38288
18600,2,SELECT,147425,163025
18600,2,RAND_SELECT,57650,56255
18600,3,SELECT,147286,163073
18600,3,RAND_SELECT,63337,66148
18600,4,SELECT,148532,164469
18600,4,RAND_SELECT,57172,55912
18600,5,SELECT,148183,164251
18600,5,RAND_SELECT,35502,37218
18700,1,SELECT,148690,164345
18700,1,RAND_SELECT,34669,31997
18700,2,SELECT,148977,164785
18700,2,RAND_SELECT,60364,61106
18700,3,SELECT,146993,162710
18700,3,RAND_SELECT,64776,62474
18700,4,SELECT,148931,164911
18700,4,RAND_SELECT,55518,58244
18700,5,SELECT,149099,165238
18700,5,RAND_SELECT,35592,37418
18800,1,SELECT,149894,165638
18800,1,RAND_SELECT,36590,35642
18800,2,SELECT,150286,166226
18800,2,RAND_SELECT,62600,63428
18800,3,SELECT,149927,165909
18800,3,RAND_SELECT,63697,65669
18800,4,SELECT,148445,164404
18800,4,RAND_SELECT,60955,60652
18800,5,SELECT,149706,165783
18800,5,RAND_SELECT,41138,37618
18900,1,SELECT,150791,166669
18900,1,RAND_SELECT,38523,39307
18900,2,SELECT,149252,165028
18900,2,RAND_SELECT,59750,63223
18900,3,SELECT,151305,167499
18900,3,RAND_SELECT,61073,62633
18900,4,SELECT,150196,166215
18900,4,RAND_SELECT,61900,62054
18900,5,SELECT,150695,167026
18900,5,RAND_SELECT,36816,37819
19000,1,SELECT,151344,167295
19000,1,RAND_SELECT,36231,34526
19000,2,SELECT,151427,167504
19000,2,RAND_SELECT,54400,56296
19000,3,SELECT,151918,168189
19000,3,RAND_SELECT,65834,69249
19000,4,SELECT,151063,167118
19000,4,RAND_SELECT,62061,60012
19000,5,SELECT,151791,168139
19000,5,RAND_SELECT,37329,38020
19100,1,SELECT,151111,166960
19100,1,RAND_SELECT,37620,37100
19100,2,SELECT,151577,167615
19100,2,RAND_SELECT,63414,65375
19100,3,SELECT,152242,168432
19100,3,RAND_SELECT,63487,65505
19100,4,SELECT,152830,169184
19100,4,RAND_SELECT,61976,61242
19100,5,SELECT,153588,170379
19100,5,RAND_SELECT,38855,38218
19200,1,SELECT,152836,168926
19200,1,RAND_SELECT,39506,40675
19200,2,SELECT,152830,169008
19200,2,RAND_SELECT,55924,54483
19200,3,SELECT,153438,169874
19200,3,RAND_SELECT,63113,59533
19200,4,SELECT,151349,167534
19200,4,RAND_SELECT,56119,56999
19200,5,SELECT,152861,169264
19200,5,RAND_SELECT,34795,38418
19300,1,SELECT,153496,169580
19300,1,RAND_SELECT,35953,33367
19300,2,SELECT,154328,170733
19300,2,RAND_SELECT,60245,58946
19300,3,SELECT,153541,169825
19300,3,RAND_SELECT,66332,65742
19300,4,SELECT,152744,169094
19300,4,RAND_SELECT,62735,59520
19300,5,SELECT,153598,170244
19300,5,RAND_SELECT,33732,38617
19400,1,SELECT,154173,170438
19400,1,RAND_SELECT,42901,47066
19400,2,SELECT,153942,170205
19400,2,RAND_SELECT,59106,57364
19400,3,SELECT,154638,171086
19400,3,RAND_SELECT,66678,70137
19400,4,SELECT,155477,172137
19400,4,RAND_SELECT,61981,60959
19400,5,SELECT,154986,171639
19400,5,RAND_SELECT,40148,38820
19500,1,SELECT,156094,172519
19500,1,RAND_SELECT,37886,36833
19500,2,SELECT,155363,171769
19500,2,RAND_SELECT,58147,58947
19500,3,SELECT,155403,171865
19500,3,RAND_SELECT,63866,69776
19500,4,SELECT,154925,171392
19500,4,RAND_SELECT,64057,64141
19500,5,SELECT,156355,173202
19500,5,RAND_SELECT,39660,39018
19600,1,SELECT,156694,173123
19600,1,RAND_SELECT,41019,42900
19600,2,SELECT,156479,173029
19600,2,RAND_SELECT,58512,56499
19600,3,SELECT,153659,169915
19600,3,RAND_SELECT,65517,65307
19600,4,SELECT,156907,173687
19600,4,RAND_SELECT,62172,61973
19600,5,SELECT,156502,173303
19600,5,RAND_SELECT,41260,39219
19700,1,SELECT,156936,173370
19700,1,RAND_SELECT,37790,36241
19700,2,SELECT,157534,174160
19700,2,RAND_SELECT,60082,63020
19700,3,SELECT,157638,174293
19700,3,RAND_SELECT,65556,67004
19700,4,SELECT,157507,174370
19700,4,RAND_SELECT,63476,64371
19700,5,SELECT,157132,173983
19700,5,RAND_SELECT,39026,39418
19800,1,SELECT,158248,174832
19800,1,RAND_SELECT,39667,39801
19800,2,SELECT,158425,175161
19800,2,RAND_SELECT,62028,61266
19800,3,SELECT,157310,173920
19800,3,RAND_SELECT,67230,67443
19800,4,SELECT,158594,175613
19800,4,RAND_SELECT,62591,61630
19800,5,SELECT,158370,175342
19800,5,RAND_SELECT,40783,39617
19900,1,SELECT,158163,174700
19900,1,RAND_SELECT,40349,40962
19900,2,SELECT,159419,176243
19900,2,RAND_SELECT,62204,60480
19900,3,SELECT,159361,176321
19900,3,RAND_SELECT,69034,73362
19900,4,SELECT,158231,175024
19900,4,RAND_SELECT,59941,62164
19900,5,SELECT,158760,175826
19900,5,RAND_SELECT,39624,39818
20000,1,SELECT,160086,176863
20000,1,RAND_SELECT,39402,38864
20000,2,SELECT,159121,175866
20000,2,RAND_SELECT,62873,63716
20000,3,SELECT,159747,176595
20000,3,RAND_SELECT,67538,64580
20000,4,SELECT,158732,175524
20000,4,RAND_SELECT,59584,57492
20000,5,SELECT,159999,177159
20000,5,RAND_SELECT,39430,40018
20100,1,SELECT,160524,177308
20100,1,RAND_SELECT,41375,42612
20100,2,SELECT,160709,177558
20100,2,RAND_SELECT,63402,62216
20100,3,SELECT,158924,175574
20100,3,RAND_SELECT,66777,67820
20100,4,SELECT,161201,178275
20100,4,RAND_SELECT,62513,57490
20100,5,SELECT,161343,178638
20100,5,RAND_SELECT,40118,40220
20200,1,SELECT,161358,178216
20200,1,RAND_SELECT,39132,37929
20200,2,SELECT,161216,178194
20200,2,RAND_SELECT,69368,72007
20200,3,SELECT,162675,180048
20200,3,RAND_SELECT,70060,72129
20200,4,SELECT,161835,179038
20200,4,RAND_SELECT,67149,66368
20200,5,SELECT,162044,179554
20200,5,RAND_SELECT,39470,40417
20300,1,SELECT,162213,179121
20300,1,RAND_SELECT,40828,41121
20300,2,SELECT,161818,178777
20300,2,RAND_SELECT,65911,63960
20300,3,SELECT,160172,177094
20300,3,RAND_SELECT,68967,67814
20300,4,SELECT,161926,179192
20300,4,RAND_SELECT,67265,71021
20300,5,SELECT,162420,179743
20300,5,RAND_SELECT,34162,40617
20400,1,SELECT,162616,179638
20400,1,RAND_SELECT,39656,38575
20400,2,SELECT,163783,181067
20400,2,RAND_SELECT,63239,64273
20400,3,SELECT,159956,176902
20400,3,RAND_SELECT,65582,67529
20400,4,SELECT,163281,180793
20400,4,RAND_SELECT,65898,64855
20400,5,SELECT,163089,180628
20400,5,RAND_SELECT,40347,40818
20500,1,SELECT,163482,180569
20500,1,RAND_SELECT,45112,49288
20500,2,SELECT,163290,180517
20500,2,RAND_SELECT,69478,66544
20500,3,SELECT,163877,181237
20500,3,RAND_SELECT,68259,65767
20500,4,SELECT,164017,181624
20500,4,RAND_SELECT,74650,73651
20500,5,SELECT,163698,181238
20500,5,RAND_SELECT,39991,41020
20600,1,SELECT,164676,181898
20600,1,RAND_SELECT,41056,40978
20600,2,SELECT,164404,181633
20600,2,RAND_SELECT,65938,65908
20600,3,SELECT,164052,181453
20600,3,RAND_SELECT,63385,62461
20600,4,SELECT,165225,182749
20600,4,RAND_SELECT,64090,61665
20600,5,SELECT,164130,181691
20600,5,RAND_SELECT,44605,41219
20700,1,SELECT,164897,182103
20700,1,RAND_SELECT,41769,42198
20700,2,SELECT,164249,181528
20700,2,RAND_SELECT,61317,60759
20700,3,SELECT,164428,181847
20700,3,RAND_SELECT,68056,70097
20700,4,SELECT,165086,182670
20700,4,RAND_SELECT,66998,66050
20700,5,SELECT,166019,183898
20700,5,RAND_SELECT,35497,41419
20800,1,SELECT,166779,184247
20800,1,RAND_SELECT,41972,42407
20800,2,SELECT,166476,183940
20800,2,RAND_SELECT,68858,72658
20800,3,SELECT,166210,183770
20800,3,RAND_SELECT,67612,72748
20800,4,SELECT,165112,182695
20800,4,RAND_SELECT,67178,64576
20800,5,SELECT,166324,183993
20800,5,RAND_SELECT,43740,41621
20900,1,SELECT,166584,184000
20900,1,RAND_SELECT,44382,47031
20900,2,SELECT,166470,183988
20900,2,RAND_SELECT,61045,60879
20900,3,SELECT,167201,184798
20900,3,RAND_SELECT,68938,70459
20900,4,SELECT,166721,184503
20900,4,RAND_SELECT,62641,64938
20900,5,SELECT,167264,185236
20900,5,RAND_SELECT,39215,41817
21000,1,SELECT,167580,185029
21000,1,RAND_SELECT,41174,40412
21000,2,SELECT,168053,185677
21000,2,RAND_SELECT,63519,58403
21000,3,SELECT,167338,185148
21000,3,RAND_SELECT,71370,73334
21000,4,SELECT,167956,185774
21000,4,RAND_SELECT,63734,65237
21000,5,SELECT,168056,185985
21000,5,RAND_SELECT,42689,42019
21100,1,SELECT,167589,185038
21100,1,RAND_SELECT,44032,45929
21100,2,SELECT,169213,186940
21100,2,RAND_SELECT,65812,69412
21100,3,SELECT,168434,186199
21100,3,RAND_SELECT,75428,72468
21100,4,SELECT,168951,186837
21100,4,RAND_SELECT,61899,62671
21100,5,SELECT,169048,187080
21100,5,RAND_SELECT,40550,42220
21200,1,SELECT,169204,186891
21200,1,RAND_SELECT,43175,44015
21200,2,SELECT,169026,186803
21200,2,RAND_SELECT,67427,69495
21200,3,SELECT,169477,187349
21200,3,RAND_SELECT,74328,75161
21200,4,SELECT,168658,186461
21200,4,RAND_SELECT,66450,63974
21200,5,SELECT,170130,188366
21200,5,RAND_SELECT,42076,42418
21300,1,SELECT,169974,187720
21300,1,RAND_SELECT,40526,38514
21300,2,SELECT,169521,187328
21300,2,RAND_SELECT,68562,69254
21300,3,SELECT,170559,188570
21300,3,RAND_SELECT,69282,67235
21300,4,SELECT,168942,186943
21300,4,RAND_SELECT,65131,66853
21300,5,SELECT,171024,189411
21300,5,RAND_SELECT,41807,42618
21400,1,SELECT,171087,188987
21400,1,RAND_SELECT,42306,41871
21400,2,SELECT,170155,188006
21400,2,RAND_SELECT,63102,62164
21400,3,SELECT,168368,186178
21400,3,RAND_SELECT,70256,73944
21400,4,SELECT,171727,190005
21400,4,RAND_SELECT,64591,64762
21400,5,SELECT,170617,188894
21400,5,RAND_SELECT,38149,42817
21500,1,SELECT,171372,189254
21500,1,RAND_SELECT,42567,42198
21500,2,SELECT,171954,189983
21500,2,RAND_SELECT,62770,58374
21500,3,SELECT,172456,190515
21500,3,RAND_SELECT,72067,72757
21500,4,SELECT,171994,190219
21500,4,RAND_SELECT,66883,71546
21500,5,SELECT,171958,190351
21500,5,RAND_SELECT,46300,43019
21600,1,SELECT,172556,190533
21600,1,RAND_SELECT,41620,40106
21600,2,SELECT,172638,190768
21600,2,RAND_SELECT,63664,63481
21600,3,SELECT,171351,189364
21600,3,RAND_SELECT,72975,69196
21600,4,SELECT,173316,191664
21600,4,RAND_SELECT,66659,68711
21600,5,SELECT,173467,191960
21600,5,RAND_SELECT,42971,43218
21700,1,SELECT,173894,192063
21700,1,RAND_SELECT,40080,36821
21700,2,SELECT,172829,190977
21700,2,RAND_SELECT,69546,69254
21700,3,SELECT,172584,190882
21700,3,RAND_SELECT,75476,77568
21700,4,SELECT,173355,191685
21700,4,RAND_SELECT,69157,74435
21700,5,SELECT,173816,192347
21700,5,RAND_SELECT,44263,43419
21800,1,SELECT,174603,192847
21800,1,RAND_SELECT,43197,42859
21800,2,SELECT,172691,190765
21800,2,RAND_SELECT,69226,68208
21800,3,SELECT,169530,187475
21800,3,RAND_SELECT,68795,68777
21800,4,SELECT,174577,193021
21800,4,RAND_SELECT,69418,73593
21800,5,SELECT,174054,192624
21800,5,RAND_SELECT,45013,43619
21900,1,SELECT,174894,193165
21900,1,RAND_SELECT,46523,49314
21900,2,SELECT,173347,191546
21900,2,RAND_SELECT,67048,69012
21900,3,SELECT,173555,191769
21900,3,RAND_SELECT,70099,65324
21900,4,SELECT,172819,191120
21900,4,RAND_SELECT,70034,73205
21900,5,SELECT,175271,193973
21900,5,RAND_SELECT,44039,43818
22000,1,SELECT,175213,193486
22000,1,RAND_SELECT,44701,45466
22000,2,SELECT,176502,195050
22000,2,RAND_SELECT,74765,77192
22000,3,SELECT,174486,192917
22000,3,RAND_SELECT,74421,74196
22000,4,SELECT,175634,194286
22000,4,RAND_SELECT,72836,75351
22000,5,SELECT,176983,196018
22000,5,RAND_SELECT,44322,44020
22100,1,SELECT,177026,195500
22100,1,RAND_SELECT,40236,36330
22100,2,SELECT,175964,194394
22100,2,RAND_SELECT,67962,68826
22100,3,SELECT,177278,195980
22100,3,RAND_SELECT,71813,67815
22100,4,SELECT,177592,196356
22100,4,RAND_SELECT,73515,71688
22100,5,SELECT,175831,194576
22100,5,RAND_SELECT,41175,44219
22200,1,SELECT,177467,195963
22200,1,RAND_SELECT,42086,39833
22200,2,SELECT,177380,196054
22200,2,RAND_SELECT,71284,74004
22200,3,SELECT,178422,197322
22200,3,RAND_SELECT,77464,82998
22200,4,SELECT,178573,197535
22200,4,RAND_SELECT,65966,67531
22200,5,SELECT,177876,196795
22200,5,RAND_SELECT,46860,44419
22300,1,SELECT,177528,196055
22300,1,RAND_SELECT,46934,49329
22300,2,SELECT,177967,196636
22300,2,RAND_SELECT,68840,71740
22300,3,SELECT,178471,197218
22300,3,RAND_SELECT,75354,75470
22300,4,SELECT,177228,195951
22300,4,RAND_SELECT,64956,62624
22300,5,SELECT,178431,197302
22300,5,RAND_SELECT,41234,44617
22400,1,SELECT,179191,197878
22400,1,RAND_SELECT,42519,40299
22400,2,SELECT,178021,196704
22400,2,RAND_SELECT,68764,68351
22400,3,SELECT,176052,194673
22400,3,RAND_SELECT,72133,73282
22400,4,SELECT,179674,198736
22400,4,RAND_SELECT,67239,66510
22400,5,SELECT,178519,197520
22400,5,RAND_SELECT,44936,44819
22500,1,SELECT,178847,197504
22500,1,RAND_SELECT,47138,49343
22500,2,SELECT,179788,198645
22500,2,RAND_SELECT,76307,78071
22500,3,SELECT,181204,200387
22500,3,RAND_SELECT,73228,75395
22500,4,SELECT,180028,199141
22500,4,RAND_SELECT,66737,70606
22500,5,SELECT,180513,199947
22500,5,RAND_SELECT,42430,45019
22600,1,SELECT,181091,200004
22600,1,RAND_SELECT,50962,56793
22600,2,SELECT,180312,199219
22600,2,RAND_SELECT,68544,68082
22600,3,SELECT,179643,198404
22600,3,RAND_SELECT,81631,81711
22600,4,SELECT,180332,199410
22600,4,RAND_SELECT,70137,71464
22600,5,SELECT,181004,200409
22600,5,RAND_SELECT,45508,45218
22700,1,SELECT,181351,200254
22700,1,RAND_SELECT,45041,44745
22700,2,SELECT,182218,201304
22700,2,RAND_SELECT,70730,71135
22700,3,SELECT,181392,200481
22700,3,RAND_SELECT,75716,72373
22700,4,SELECT,180348,199556
22700,4,RAND_SELECT,65892,66662
22700,5,SELECT,181713,201146
22700,5,RAND_SELECT,46956,45419
22800,1,SELECT,181837,200733
22800,1,RAND_SELECT,45821,46106
22800,2,SELECT,180875,199769
22800,2,RAND_SELECT,69390,70044
22800,3,SELECT,182607,201896
22800,3,RAND_SELECT,76944,77137
22800,4,SELECT,182431,201572
22800,4,RAND_SELECT,72614,72863
22800,5,SELECT,183383,203093
22800,5,RAND_SELECT,42054,45618
22900,1,SELECT,183674,202858
22900,1,RAND_SELECT,47749,49763
22900,2,SELECT,180604,199472
22900,2,RAND_SELECT,68152,63149
22900,3,SELECT,183470,203010
22900,3,RAND_SELECT,71761,68007
22900,4,SELECT,183751,203233
22900,4,RAND_SELECT,73035,76318
22900,5,SELECT,183662,203232
22900,5,RAND_SELECT,44399,45818
23000,1,SELECT,183666,202798
23000,1,RAND_SELECT,44263,42589
23000,2,SELECT,182109,201251
23000,2,RAND_SELECT,65688,62535
23000,3,SELECT,184937,204480
23000,3,RAND_SELECT,75859,78988
23000,4,SELECT,184106,203716
23000,4,RAND_SELECT,68772,70327
23000,5,SELECT,184175,203761
23000,5,RAND_SELECT,46228,46018
23100,1,SELECT,185026,204306
23100,1,RAND_SELECT,49277,52421
23100,2,SELECT,184101,203390
23100,2,RAND_SELECT,78873,80142
23100,3,SELECT,183710,203054
23100,3,RAND_SELECT,72356,72428
23100,4,SELECT,183561,202965
23100,4,RAND_SELECT,71864,71597
23100,5,SELECT,184813,204456
23100,5,RAND_SELECT,46225,46217
23200,1,SELECT,185867,205255
23200,1,RAND_SELECT,45009,43679
23200,2,SELECT,184818,204183
23200,2,RAND_SELECT,71778,71428
23200,3,SELECT,185610,205286
23200,3,RAND_SELECT,80622,84563
23200,4,SELECT,185837,205595
23200,4,RAND_SELECT,76473,71490
23200,5,SELECT,185523,205201
23200,5,RAND_SELECT,44731,46419
23300,1,SELECT,186332,205697
23300,1,RAND_SELECT,46333,46129
23300,2,SELECT,185697,205209
23300,2,RAND_SELECT,69893,65534
23300,3,SELECT,185183,204787
23300,3,RAND_SELECT,72326,75496
23300,4,SELECT,186296,205963
23300,4,RAND_SELECT,72578,71769
23300,5,SELECT,187259,207168
23300,5,RAND_SELECT,46017,46619
